-7.	2.933485119240881e-11
-6.99	3.146694009985033e-11
-6.98	3.3741446892358515e-11
-6.97	3.618406290021027e-11
-6.96	3.879690278816875e-11
-6.95	4.1594976358683025e-11
-6.94	4.458933590368963e-11
-6.93	4.7794210770750594e-11
-6.92	5.12248059614812e-11
-6.91	5.489481093840717e-11
-6.9	5.882399976975018e-11
-6.89	6.302826284315216e-11
-6.88	6.752552896895035e-11
-6.87	7.233605028096447e-11
-6.86	7.747988101458408e-11
-6.85	8.2984902891921e-11
-6.84	8.887360343959673e-11
-6.83	9.516445104487354e-11
-6.82	1.0189416595884356e-10
-6.81	1.0909029807359414e-10
-6.8	1.1677941152544445e-10
-6.79	1.2499868432157305e-10
-6.78	1.337845974241469e-10
-6.77	1.4317607346140054e-10
-6.76	1.5320573984811824e-10
-6.75	1.6392633660265808e-10
-6.74	1.753788074941454e-10
-6.73	1.8761301503809107e-10
-6.72	2.0067888931761238e-10
-6.71	2.1463590712427535e-10
-6.7	2.2954092843177622e-10
-6.69	2.454516315607172e-10
-6.68	2.624419886242892e-10
-6.67	2.8057794240184444e-10
-6.66	2.9993929803861403e-10
-6.65	3.2061103197436724e-10
-6.64	3.42667030922951e-10
-6.63	3.662026897592938e-10
-6.62	3.91316084604908e-10
-6.61	4.1811148837990405e-10
-6.6	4.466997112003324e-10
-6.59	4.771885030789983e-10
-6.58	5.097131146245355e-10
-6.57	5.443998184424614e-10
-6.56	5.813900067200242e-10
-6.55	6.208268187723218e-10
-6.54	6.628768290579131e-10
-6.53	7.077024580602107e-10
-6.52	7.55487358562019e-10
-6.51	8.064155339008915e-10
-6.5	8.606899947049694e-10
-6.49	9.185300996408785e-10
-6.48	9.801575062789908e-10
-6.47	1.0458152783545507e-9
-6.46	1.1157575883884327e-9
-6.45	1.1902623230540484e-9
-6.4399999999999995	1.2696186813365118e-9
-6.43	1.3541277264919235e-9
-6.42	1.4441186164373867e-9
-6.41	1.539937755837604e-9
-6.4	1.6419507674800758e-9
-6.39	1.7505448262820037e-9
-6.38	1.8661349822831722e-9
-6.37	1.9891608295514613e-9
-6.36	2.120089741736032e-9
-6.35	2.2594082111203068e-9
-6.34	2.407640981065689e-9
-6.33	2.5653446769559848e-9
-6.32	2.7331092009176184e-9
-6.31	2.9115557067670257e-9
-6.3	3.1013427256654267e-9
-6.29	3.3031718948620285e-9
-6.28	3.5177860289505163e-9
-6.27	3.7459704693803e-9
-6.26	3.9885629347498755e-9
-6.25	4.246439228244993e-9
-6.24	4.520541838368856e-9
-6.23	4.811857958419801e-9
-6.22	5.121439970260691e-9
-6.21	5.450396700389991e-9
-6.2	5.799899902524157e-9
-6.1899999999999995	6.17120805964488e-9
-6.18	6.5656331885050015e-9
-6.17	6.9845757468286844e-9
-6.16	7.429505774877505e-9
-6.15	7.901996053286842e-9
-6.14	8.403700250310818e-9
-6.13	8.936367687326926e-9
-6.12	9.501855316747684e-9
-6.11	1.0102126999433233e-8
-6.1	1.0739247856062193e-8
-6.09	1.1415419622729449e-8
-6.08	1.2132955243293342e-8
-6.07	1.2894312897757545e-8
-6.06	1.370208605831921e-8
-6.05	1.4559015276241075e-8
-6.04	1.5468002443688852e-8
-6.03	1.6432107411537024e-8
-6.02	1.7454572871428557e-8
-6.01	1.853881194822859e-8
-6.	1.9688450266368385e-8
-5.99	2.090730593592335e-8
-5.98	2.2199412539163534e-8
-5.97	2.3569030618563925e-8
-5.96	2.5020664926892456e-8
-5.95	2.655907242645871e-8
-5.9399999999999995	2.8189267195782485e-8
-5.93	2.9916549411839404e-8
-5.92	3.174651950766192e-8
-5.91	3.368508905428564e-8
-5.9	3.573848465327619e-8
-5.89	3.7913292354694653e-8
-5.88	4.0216445720947746e-8
-5.87	4.265528164873146e-8
-5.859999999999999	4.5237526827823907e-8
-5.85	4.797133493293542e-8
-5.84	5.086530100028096e-8
-5.83	5.392850403257884e-8
-5.82	5.7170508628374586e-8
-5.8100000000000005	6.060139492856164e-8
-5.8	6.423180623123989e-8
-5.79	6.807294903159383e-8
-5.78	7.213664272384244e-8
-5.77	7.643534189612571e-8
-5.76	8.09821739145975e-8
-5.75	8.57909718461631e-8
-5.74	9.087631018815272e-8
-5.73	9.625354077030347e-8
-5.72	1.0193884521942941e-7
-5.71	1.0794925708279378e-7
-5.7	1.1430271038260753e-7
-5.6899999999999995	1.2101811577277013e-7
-5.68	1.2811536008945972e-7
-5.67	1.3561538646550873e-7
-5.66	1.4354025472979776e-7
-5.65	1.519131662659352e-7
-5.64	1.607585581602742e-7
-5.63	1.7010213601317884e-7
-5.62	1.7997094944064342e-7
-5.609999999999999	1.9039347000229224e-7
-5.6	2.013996325689085e-7
-5.59	2.1302093827580822e-7
-5.58	2.252905170121583e-7
-5.57	2.3824320982732393e-7
-5.5600000000000005	2.5191565605644777e-7
-5.55	2.6634637911372777e-7
-5.54	2.815758803124044e-7
-5.53	2.976467353132659e-7
-5.52	3.146036990133178e-7
-5.51	3.3249379642590737e-7
